상가업소번호,가게명,키워드,갯수,행정동,업종,리뷰
MA0101202301A0064096,위블레,빵,2.0,신촌동,서양식,밀크크림 크로아상은 정말 크림이 가득들어있었어요 크로아상빵피도 기본에 충실한맛이라 정말맛있게 먹었어요!  저의 추천은 치즈시금치 치아바타입니다ㅎ  재방문의사있습니다^^
MA0101202301A0064096,위블레,가득한,1.0,신촌동,서양식,밀크크림 크로아상은 정말 크림이 가득들어있었어요
MA010120220805300315,유,맛있는,5.0,신촌동,중식,짬봉밥 먹었는데 양도 많고 맛있었어요
MA010120220805300315,유,밥,1.0,신촌동,중식,짬봉밥 먹었는데 양도 많고 맛있었어요
MA010120220805300315,유,짬뽕밥,2.0,신촌동,중식,진짜 맛어요 친구랑 둘다 너무 맛있다 고 감탄 하면서 짬뽕밥 클리어 했어요!!
MA010120220805300315,유,맛있는 음식,1.0,신촌동,중식,음식이 맛있어요
MA010120220805300315,유,덮밥,1.0,신촌동,중식,라조기 덮밥
MA010120220805300315,유,백짬뽕,2.0,신촌동,중식,"꿔바로우 소자, 간짜장, 백짬뽕 먹었습니다... 제가 중국 본토 맛을 잘 모르나봐요ㅠ 제 입맛에는 별루..."
MA010120220805300315,유,본토 맛,1.0,신촌동,중식,"꿔바로우 소자, 간짜장, 백짬뽕 먹었습니다... 제가 중국 본토 맛을 잘 모르나봐요ㅠ 제 입맛에는 별루..."
MA010120220805300315,유,본토,1.0,신촌동,중식,"꿔바로우 소자, 간짜장, 백짬뽕 먹었습니다... 제가 중국 본토 맛을 잘 모르나봐요ㅠ 제 입맛에는 별루..."
MA010120220805300315,유,꿔바로우,1.0,신촌동,중식,"꿔바로우 소자, 간짜장, 백짬뽕 먹었습니다... 제가 중국 본토 맛을 잘 모르나봐요ㅠ 제 입맛에는 별루..."
MA010120220805300315,유,짬뽕,2.0,신촌동,중식,"꿔바로우 소자, 간짜장, 백짬뽕 먹었습니다... 제가 중국 본토 맛을 잘 모르나봐요ㅠ 제 입맛에는 별루..."
MA010120220812303375,유소바,깔끔한,11.0,신촌동,일식,이대맛집으루 유명한 유소바  인스타에서 마구로소바 비주얼로 핫해서 알고는 있었는데 드디어 방문함 ! 일단 인테리어가 내 맘을 후두려때림.. 내가 넘모 좋아하는 우드인테리어의 정석  거의 관광지 온 기분이었음 점심이라 가볍게소바먹으러 간건데 정식에 나온 밥 먹고 알아버려따 여긴소바보다 밥이 맛집이라는 거슬..! 계란 노른자에 파튀김 후리가케 덕에 진짜 꼬소 그 잡채임 토핑없이 밥만 먹어도 만족할듯 더군다나 곁들이는 반찬이 너무 담백하고 깔끔함 당근무침 너 모야 왜 맛있어  갈치속젓+밥+당근무침 한입 미쳤음..소바는 호불호 딱히 없을 맛 ! 와 너무 맛있다 까진 아니지만 적당히 달달하니 깔끔해서 좋았음 개인적으루 마구로는 그닥.. 오히려 우삼겹이 밥 위에 먹기가 더 좋고소바는 토핑없이 추천 !
MA010120220812303375,유소바,소바,9.0,신촌동,일식,이대맛집으루 유명한 유소바  인스타에서 마구로소바 비주얼로 핫해서 알고는 있었는데 드디어 방문함 ! 일단 인테리어가 내 맘을 후두려때림.. 내가 넘모 좋아하는 우드인테리어의 정석  거의 관광지 온 기분이었음 점심이라 가볍게소바먹으러 간건데 정식에 나온 밥 먹고 알아버려따 여긴소바보다 밥이 맛집이라는 거슬..! 계란 노른자에 파튀김 후리가케 덕에 진짜 꼬소 그 잡채임 토핑없이 밥만 먹어도 만족할듯 더군다나 곁들이는 반찬이 너무 담백하고 깔끔함 당근무침 너 모야 왜 맛있어  갈치속젓+밥+당근무침 한입 미쳤음..소바는 호불호 딱히 없을 맛 ! 와 너무 맛있다 까진 아니지만 적당히 달달하니 깔끔해서 좋았음 개인적으루 마구로는 그닥.. 오히려 우삼겹이 밥 위에 먹기가 더 좋고소바는 토핑없이 추천 !
MA010120220812303375,유소바,튀김,4.0,신촌동,일식,이대맛집으루 유명한 유소바  인스타에서 마구로소바 비주얼로 핫해서 알고는 있었는데 드디어 방문함 ! 일단 인테리어가 내 맘을 후두려때림.. 내가 넘모 좋아하는 우드인테리어의 정석  거의 관광지 온 기분이었음 점심이라 가볍게소바먹으러 간건데 정식에 나온 밥 먹고 알아버려따 여긴소바보다 밥이 맛집이라는 거슬..! 계란 노른자에 파튀김 후리가케 덕에 진짜 꼬소 그 잡채임 토핑없이 밥만 먹어도 만족할듯 더군다나 곁들이는 반찬이 너무 담백하고 깔끔함 당근무침 너 모야 왜 맛있어  갈치속젓+밥+당근무침 한입 미쳤음..소바는 호불호 딱히 없을 맛 ! 와 너무 맛있다 까진 아니지만 적당히 달달하니 깔끔해서 좋았음 개인적으루 마구로는 그닥.. 오히려 우삼겹이 밥 위에 먹기가 더 좋고소바는 토핑없이 추천 !
MA010120220812303375,유소바,정식,4.0,신촌동,일식,이대맛집으루 유명한 유소바  인스타에서 마구로소바 비주얼로 핫해서 알고는 있었는데 드디어 방문함 ! 일단 인테리어가 내 맘을 후두려때림.. 내가 넘모 좋아하는 우드인테리어의 정석  거의 관광지 온 기분이었음 점심이라 가볍게소바먹으러 간건데 정식에 나온 밥 먹고 알아버려따 여긴소바보다 밥이 맛집이라는 거슬..! 계란 노른자에 파튀김 후리가케 덕에 진짜 꼬소 그 잡채임 토핑없이 밥만 먹어도 만족할듯 더군다나 곁들이는 반찬이 너무 담백하고 깔끔함 당근무침 너 모야 왜 맛있어  갈치속젓+밥+당근무침 한입 미쳤음..소바는 호불호 딱히 없을 맛 ! 와 너무 맛있다 까진 아니지만 적당히 달달하니 깔끔해서 좋았음 개인적으루 마구로는 그닥.. 오히려 우삼겹이 밥 위에 먹기가 더 좋고소바는 토핑없이 추천 !
MA010120220812303375,유소바,우삼겹살,3.0,신촌동,일식,이대맛집으루 유명한 유소바  인스타에서 마구로소바 비주얼로 핫해서 알고는 있었는데 드디어 방문함 ! 일단 인테리어가 내 맘을 후두려때림.. 내가 넘모 좋아하는 우드인테리어의 정석  거의 관광지 온 기분이었음 점심이라 가볍게소바먹으러 간건데 정식에 나온 밥 먹고 알아버려따 여긴소바보다 밥이 맛집이라는 거슬..! 계란 노른자에 파튀김 후리가케 덕에 진짜 꼬소 그 잡채임 토핑없이 밥만 먹어도 만족할듯 더군다나 곁들이는 반찬이 너무 담백하고 깔끔함 당근무침 너 모야 왜 맛있어  갈치속젓+밥+당근무침 한입 미쳤음..소바는 호불호 딱히 없을 맛 ! 와 너무 맛있다 까진 아니지만 적당히 달달하니 깔끔해서 좋았음 개인적으루 마구로는 그닥.. 오히려 우삼겹이 밥 위에 먹기가 더 좋고소바는 토핑없이 추천 !
MA010120220812303375,유소바,밥,3.0,신촌동,일식,이대맛집으루 유명한 유소바  인스타에서 마구로소바 비주얼로 핫해서 알고는 있었는데 드디어 방문함 ! 일단 인테리어가 내 맘을 후두려때림.. 내가 넘모 좋아하는 우드인테리어의 정석  거의 관광지 온 기분이었음 점심이라 가볍게소바먹으러 간건데 정식에 나온 밥 먹고 알아버려따 여긴소바보다 밥이 맛집이라는 거슬..! 계란 노른자에 파튀김 후리가케 덕에 진짜 꼬소 그 잡채임 토핑없이 밥만 먹어도 만족할듯 더군다나 곁들이는 반찬이 너무 담백하고 깔끔함 당근무침 너 모야 왜 맛있어  갈치속젓+밥+당근무침 한입 미쳤음..소바는 호불호 딱히 없을 맛 ! 와 너무 맛있다 까진 아니지만 적당히 달달하니 깔끔해서 좋았음 개인적으루 마구로는 그닥.. 오히려 우삼겹이 밥 위에 먹기가 더 좋고소바는 토핑없이 추천 !
MA010120220812303375,유소바,적당한,3.0,신촌동,일식,사진으론 너무 커보이지만 1인분으로 딱 적당한 양이고소바나 밥 한번 더 리필 가능해서 좋어요.. 특히 밥 존맛탱..
MA010120220812303375,유소바,깔끔한 매장,2.0,신촌동,일식,매장이 깔끔하고 음식이 맛있어요!!!
MA010120220812303375,유소바,기분 좋은,2.0,신촌동,일식,"네번째 방문! 회사가 멀어서 자주 방문하긴 어려운데 가까웠다면 진짜 자주 갔을듯ㅋ 시작부터 끝까지 정갈하게 정식으로 한상 먹고나면 기분좋게 마무리 개꿀딱 기모찌ㅋ소바 국물 깔끔하고, 간도 딱 좋음! 우삼겹은 내 최애인데 어케 이렇게 촉촉하게 잘 구어주지.. 같이 나오는 밥에 올려서 젓갈 올려먹어도 개꿀맛임.. 사이드로 닭껍질교자 시켰는데 하 .. 제발 맥주랑 세트로 파세요 사장님 .. 넘 넘 마시딱오용 !!! 진짜 여름되면 일주일에 한번은 꼭 갈 것 같은 내 최애 식당쓰"
MA010120220812303375,유소바,맛있는,26.0,신촌동,일식,너무 맛있고 담에 또 재방문할 것 같습니다!!보기도 먹기도 좋은음식이에요
MA010120220811498089,유야케도쿄,맛있는,18.0,신촌동,일식,진짜 맛있어요
MA010120220811498089,유야케도쿄,돈까스,15.0,신촌동,일식,웨이팅 30분 정도 하고 들어갔는데 치즈돈까스 정말 맛있게 먹었어요 !! 후식까지 주시고 좋아요 ..
MA010120220811498089,유야케도쿄,치즈,12.0,신촌동,일식,웨이팅 30분 정도 하고 들어갔는데 치즈돈까스 정말 맛있게 먹었어요 !! 후식까지 주시고 좋아요 ..
MA010120220811498089,유야케도쿄,치즈 돈까스,7.0,신촌동,일식,웨이팅 30분 정도 하고 들어갔는데 치즈돈까스 정말 맛있게 먹었어요 !! 후식까지 주시고 좋아요 ..
MA010120220811498089,유야케도쿄,후식,3.0,신촌동,일식,웨이팅 30분 정도 하고 들어갔는데 치즈돈까스 정말 맛있게 먹었어요 !! 후식까지 주시고 좋아요 ..
MA010120220811498089,유야케도쿄,느끼하지 않은,4.0,신촌동,일식,원래 치즈돈까스 1개 다 못먹는데 여기는 안에 백김치때문에 느끼하지 않아서 하나 다 먹었어요! 혼밥하기 좋게 2인테이블도 많고 사장님도 친절하십니다~~
MA010120220811498089,유야케도쿄,백김치,8.0,신촌동,일식,"또간집에 나온 돈가츠 맛집이라고해서 찾아왔어요 치즈돈가스 안에는 백김치가 들어있는데 깔끔하게 치즈의 느끼함을 잡아줘서 너무 맛있었어요 치즈의 느끼함을 즐기시는 분들한테는 호불호가 갈릴수도 있겠으나 한번쯤 먹어보시는 것을 추천드려요 새로운 맛이에요!소스도 직접 만드신다고 하시고...에피타이저 홍초, 디저트 초콜릿까지 챙겨주시는데 가격이 너무나 착합니다.... 사장님 돈 많이 버시고 오래오래 장사해주세요!!!"
MA010120220811498089,유야케도쿄,추천,3.0,신촌동,일식,"또간집에 나온 돈가츠 맛집이라고해서 찾아왔어요 치즈돈가스 안에는 백김치가 들어있는데 깔끔하게 치즈의 느끼함을 잡아줘서 너무 맛있었어요 치즈의 느끼함을 즐기시는 분들한테는 호불호가 갈릴수도 있겠으나 한번쯤 먹어보시는 것을 추천드려요 새로운 맛이에요!소스도 직접 만드신다고 하시고...에피타이저 홍초, 디저트 초콜릿까지 챙겨주시는데 가격이 너무나 착합니다.... 사장님 돈 많이 버시고 오래오래 장사해주세요!!!"
MA010120220811498089,유야케도쿄,소스,2.0,신촌동,일식,"또간집에 나온 돈가츠 맛집이라고해서 찾아왔어요 치즈돈가스 안에는 백김치가 들어있는데 깔끔하게 치즈의 느끼함을 잡아줘서 너무 맛있었어요 치즈의 느끼함을 즐기시는 분들한테는 호불호가 갈릴수도 있겠으나 한번쯤 먹어보시는 것을 추천드려요 새로운 맛이에요!소스도 직접 만드신다고 하시고...에피타이저 홍초, 디저트 초콜릿까지 챙겨주시는데 가격이 너무나 착합니다.... 사장님 돈 많이 버시고 오래오래 장사해주세요!!!"
MA010120220811498089,유야케도쿄,브라우니,2.0,신촌동,일식,고기가 좋은 것 같애요! 근데 그렇다고 다른 곳과 차이있게 맛있다 는 아니고 적당히 맛있다  였어요. 안심이 진짜 부드러웠어요 치즈돈까스에는 백김치가 들어있어서 적당히 느끼함 잡아줘서 좋아요. 근데 그래도 중간이 느끼함이 찾아오더라두요ㅠ 그래도 다른 곳에 비해 전반적으로 느끼함이 없어서 좋았어요. 치즈돈까스 먹으러 가기에는 추천! 원래우동나왔던 것 같은데 장국으로 대체된 것 같애요ㅠ 샐러드는 유자소스인 것 같은데 참고하세욥 에피타이저로 홍초나오고 후식으로 브라우니 나와요 모두 맛있었어요
MA010120220805012558,유원섬커피,친절한,4.0,신촌동,카페,크림브륄레 맛집  크림라떼는 걍 그렇고  크림브륄레 먹으로 가기엔 좋을듯  사장님이 친절한거 같으면서도  뭔가 아닌거 같은 느낌적느낌
MA010120220805012558,유원섬커피,음료,3.0,신촌동,카페,처음 주문할때 각자 시키는데 인원수대로 음료주문해달라하셔서 쪼오금 당황 껄껄 음료 인원수 맞게 시키는거야 당연하쥬 하여튼 디저트가 진짜 맛있어요 딸기라떼도 완전 쫀맛탱구리 신촌 카페중에 여기가 좋은거 손에 꼽는듯 이야기하기도 좋고 맛있어서 넘 좋습니당
MA010120220805012558,유원섬커피,디저트,3.0,신촌동,카페,처음 주문할때 각자 시키는데 인원수대로 음료주문해달라하셔서 쪼오금 당황 껄껄 음료 인원수 맞게 시키는거야 당연하쥬 하여튼 디저트가 진짜 맛있어요 딸기라떼도 완전 쫀맛탱구리 신촌 카페중에 여기가 좋은거 손에 꼽는듯 이야기하기도 좋고 맛있어서 넘 좋습니당
MA010120220805012558,유원섬커피,학생,4.0,신촌동,카페,"이렇게 퉁명스럽고 불쾌하게 손님을 막 대하는 불친절한 카페 처음 봄..사람대하는 일이 짜증스럽고 싫으면 기분좋게 커피마시러 온 사람들 불쾌하게 만들지말고 서비스업은 안하시는게 맞을듯하네요. 신촌학생위주 장사라 손님 함부로대하나생각마저들고..제가 당한것과 똑같은 방문자리뷰를 읽지않고 방문한게 실수였네요. 4인테이블에 앉자마자 사장님이 화내듯단체손님오면 테이블 바꾸세요! 불쾌해서 일행과 나갈까고민하다가 추워서 그냥 주문하고 앉았습니다. 음료 나오자마자 4명 손님이 들어왔고 저희 테이블에 따지는 말투로 저기 테이블로 바꿔앉으세요!하는데 다른 4인테이블에 앉은 손님둘이 우리일어나하고눈치보고, 옆쪽손님들 놀라서 전부 쳐다보고, 오히려 저희자리에 앉게된 손님들이 짐치우는 저희보고 죄송하다 하시더라구요;;"
MA010120220805012558,유원섬커피,맛있는,10.0,신촌동,카페,와이파이 잘 안 터지고 사장님이 불친절하시지만 푸딩은 맛있어요
MA010120220805012558,유원섬커피,푸딩,7.0,신촌동,카페,와이파이 잘 안 터지고 사장님이 불친절하시지만 푸딩은 맛있어요
MA010120220805012558,유원섬커피,불친절한,5.0,신촌동,카페,와이파이 잘 안 터지고 사장님이 불친절하시지만 푸딩은 맛있어요
MA010120220805012558,유원섬커피,불친절,3.0,신촌동,카페,와이파이 잘 안 터지고 사장님이 불친절하시지만 푸딩은 맛있어요
MA010120220805012558,유원섬커피,커피,7.0,신촌동,카페,바닐라라떼랑 비엔나커피 마있어요
MA010120220810543131,유자유김치떡볶이 신촌점,떡볶이,8.0,신촌동,한식,ㅋㅋ  떡볶이 집에서 배부크게 먹었네요
MA010120220810543131,유자유김치떡볶이 신촌점,떡,2.0,신촌동,한식,ㅋㅋ  떡볶이 집에서 배부크게 먹었네요
MA010120220810543131,유자유김치떡볶이 신촌점,떡국,2.0,신촌동,한식,삼겹살 김치떡볶이 먹었어요. 특이하게 떡국떡으로 조리를 하십니다. 맛은 김치찌게에 떡을 넣은 듯한 맛이에요. 맛있었습니다. 1번 먹고 남은 양에 밥까지 알뜰살뜰하게 비벼 먹었네요!
MA010120220810543131,유자유김치떡볶이 신촌점,밥,2.0,신촌동,한식,살면서 김치떡볶이 먹어 본적 없다.. 얘는 그냥 찐 이었다.. 양이 미쳤고 배 터지는 줄.. 밥도 비벼먹었는데 밥 추가는 자신있는 돼지만 추천드립니다 그리고 유자소주도 존맛이라 주스마냥 마셔따 굿굿 나중에 신촌 가면 또 생각날 듯!!
MA010120220810543131,유자유김치떡볶이 신촌점,특이한,2.0,신촌동,한식,메뉴가 특이해요 ㅋㅋ 맛있었어요
MA010120220810543131,유자유김치떡볶이 신촌점,맛있는,6.0,신촌동,한식,맛잇어요!
MA010120220810543131,유자유김치떡볶이 신촌점,김치떡볶이,3.0,신촌동,한식,김치떡볶이가 맛있고 친절해요
MA010120220810543131,유자유김치떡볶이 신촌점,가성비,1.0,신촌동,한식,김치떡볶이 전에 먹고 맛있어서 또 방문했어요 ㅎㅎ전같은 사이드도 가성비가 좋아요 ㅎㅎ 같이 간 친구들도 맛있다 고 하더라고요! ㅎㅎ
MA010120220810543131,유자유김치떡볶이 신촌점,김치,6.0,신촌동,한식,김치 치킨이 포함된 떡볶이라 신선했어요. 네이버주문하면 네이버페이 결제되는데 급해서 그냥 주문한게 아쉬워요.ㅎㅎ
MA010120220810543131,유자유김치떡볶이 신촌점,강추,2.0,신촌동,한식,고대에서 옛날에 먹어보고 부러웠는데.. 이제 신촌에서도 오래오래 버티고 있는 유자유 떡볶이 함께 파는 유자술도 별미다- 내 최애메뉴 피자김치떡볶이..! 김피탕류 좋아하시면 강추.. 호불호가 갈릴 수 있다..- 단순히 떡볶이가 아니라 다양한 토핑 등등이 들어간다(나는 라면사리까지 추가..) 그러니 양도 정 ~ 말 많다 그래서 떡볶이치고 가격도 좀 있는 편- 긴 떡 뿐만 아니라 떡국떡도 들어가있어서 더욱 취향저격 ..
MA010120220800432855,유채우 요리사랑,깔끔한,3.0,신촌동,한식,음식이 깔끔하고 맛있어요
MA010120220800432855,유채우 요리사랑,연대 정문,1.0,신촌동,한식,연대 정문에서 가까워요
MA010120220800432855,유채우 요리사랑,연대,1.0,신촌동,한식,연대 정문에서 가까워요
MA010120220800432855,유채우 요리사랑,친절한,3.0,신촌동,한식,사장닝 친절하시고 음식도 슴슴하니 맛있어요
MA010120220800432855,유채우 요리사랑,깔끔한 음식,2.0,신촌동,한식,사장님 너무너므 친절하시고 음식도 깔끔하니 너무 맛있어요~^^!!다음에는 완탕 먹으러 방문할게요~
MA010120220800432855,유채우 요리사랑,완탕 음식,1.0,신촌동,한식,사장님 너무너므 친절하시고 음식도 깔끔하니 너무 맛있어요~^^!!다음에는 완탕 먹으러 방문할게요~
MA010120220800432855,유채우 요리사랑,완탕,3.0,신촌동,한식,사장님 너무너므 친절하시고 음식도 깔끔하니 너무 맛있어요~^^!!다음에는 완탕 먹으러 방문할게요~
MA010120220800432855,유채우 요리사랑,맛있는,8.0,신촌동,한식,넘~맛있어서 다 먹어치움.
MA010120220805954544,육쌈냉면 이대점,친절한,1.0,신촌동,한식,친절하고 깨끗하고 맛있었어요
MA010120220805954544,육쌈냉면 이대점,깨끗한,1.0,신촌동,한식,친절하고 깨끗하고 맛있었어요
MA010120220805954544,육쌈냉면 이대점,갈비,3.0,신촌동,한식,비냉에갈비고기 맛있게 잘 먹었습니다.
MA010120220805954544,육쌈냉면 이대점,고기,2.0,신촌동,한식,비냉에갈비고기 맛있게 잘 먹었습니다.
MA010120220805954544,육쌈냉면 이대점,비빔냉면,2.0,신촌동,한식,비냉에갈비고기 맛있게 잘 먹었습니다.
MA010120220805954544,육쌈냉면 이대점,맛있는 갈비,1.0,신촌동,한식,비냉에갈비고기 맛있게 잘 먹었습니다.
MA010120220805954544,육쌈냉면 이대점,맛있는,5.0,신촌동,한식,맛있어요
MA010120220805954544,육쌈냉면 이대점,냉면,2.0,신촌동,한식,냉면이랑 고기를 같이 먹으니 분식먹은거 같지않고 든든해요~^^
MA010120220805954544,육쌈냉면 이대점,분식,2.0,신촌동,한식,냉면이랑 고기를 같이 먹으니 분식먹은거 같지않고 든든해요~^^
MA010120220805954544,육쌈냉면 이대점,든든한,2.0,신촌동,한식,냉면이랑 고기를 같이 먹으니 분식먹은거 같지않고 든든해요~^^
MA010120220813591092,육연소,맛있는 소고기덮밥,1.0,신촌동,한식,집 근처일때 엄청 자주 갔던 식당인데 역시 그대로 맛있네요!! 육회덮밥이랑 육연이랑 소고기덮밥이랑 다 맛있어요! 그리고 소고기초밥이 진짜 맛있습니다 간을 너무 잘하세요.. 침고인다
MA010120220813591092,육연소,덮밥,1.0,신촌동,한식,집 근처일때 엄청 자주 갔던 식당인데 역시 그대로 맛있네요!! 육회덮밥이랑 육연이랑 소고기덮밥이랑 다 맛있어요! 그리고 소고기초밥이 진짜 맛있습니다 간을 너무 잘하세요.. 침고인다
MA010120220813591092,육연소,소고기 초밥,2.0,신촌동,한식,집 근처일때 엄청 자주 갔던 식당인데 역시 그대로 맛있네요!! 육회덮밥이랑 육연이랑 소고기덮밥이랑 다 맛있어요! 그리고 소고기초밥이 진짜 맛있습니다 간을 너무 잘하세요.. 침고인다
MA010120220813591092,육연소,초밥,1.0,신촌동,한식,집 근처일때 엄청 자주 갔던 식당인데 역시 그대로 맛있네요!! 육회덮밥이랑 육연이랑 소고기덮밥이랑 다 맛있어요! 그리고 소고기초밥이 진짜 맛있습니다 간을 너무 잘하세요.. 침고인다
MA010120220813591092,육연소,죽,1.0,신촌동,한식,이 가격에 육회덮밥 먹을 수 있는 곳 드물어요 심지어 죽이랑 국도 너무 맛있고 양도 많음!
MA010120220813591092,육연소,회덮밥 가격,1.0,신촌동,한식,이 가격에 육회덮밥 먹을 수 있는 곳 드물어요 심지어 죽이랑 국도 너무 맛있고 양도 많음!
MA010120220813591092,육연소,회덮밥,2.0,신촌동,한식,육회덮밥이랑 육연이랑 소고기덮밥이랑 다 맛있어요!
MA010120220813591092,육연소,양 많은,1.0,신촌동,한식,양많고 맛있게 먹었어요
MA010120220813591092,육연소,맛있는,5.0,신촌동,한식,시그니쳐 메뉴~ 맛있어요~~
MA010120220813591092,육연소,시그니처 메뉴,1.0,신촌동,한식,시그니쳐 메뉴~ 맛있어요~
MA010120220805049228,육칠이 신촌점,맛있는,2.0,신촌동,한식,하루식당 후기: 첫 마제소바였는데 약간 낙곱새 양념이랑 비슷한 맛인것 같아요 맛있네요!! 약간 짜긴 했지만 남은 밥이랑 같이 떠먹으니 간이 맞아서 좋았어요 ~
MA010120220805049228,육칠이 신촌점,하루식당,1.0,신촌동,한식,하루식당 후기: 첫 마제소바였는데 약간 낙곱새 양념이랑 비슷한 맛인것 같아요 맛있네요!! 약간 짜긴 했지만 남은 밥이랑 같이 떠먹으니 간이 맞아서 좋았어요 ~
MA010120220805049228,육칠이 신촌점,양념,1.0,신촌동,한식,하루식당 후기: 첫 마제소바였는데 약간 낙곱새 양념이랑 비슷한 맛인것 같아요 맛있네요!! 약간 짜긴 했지만 남은 밥이랑 같이 떠먹으니 간이 맞아서 좋았어요 ~
MA010120220805049228,육칠이 신촌점,밥,1.0,신촌동,한식,하루식당 후기: 첫 마제소바였는데 약간 낙곱새 양념이랑 비슷한 맛인것 같아요 맛있네요!! 약간 짜긴 했지만 남은 밥이랑 같이 떠먹으니 간이 맞아서 좋았어요 ~
MA010120220805049228,육칠이 신촌점,낙곱새 양념,1.0,신촌동,한식,하루식당 후기: 첫 마제소바였는데 약간 낙곱새 양념이랑 비슷한 맛인것 같아요 맛있네요!! 약간 짜긴 했지만 남은 밥이랑 같이 떠먹으니 간이 맞아서 좋았어요 ~
MA010120220805049228,육칠이 신촌점,낙곱새,1.0,신촌동,한식,하루식당 후기: 첫 마제소바였는데 약간 낙곱새 양념이랑 비슷한 맛인것 같아요 맛있네요!! 약간 짜긴 했지만 남은 밥이랑 같이 떠먹으니 간이 맞아서 좋았어요 ~
MA010120220805049228,육칠이 신촌점,마제소바,2.0,신촌동,한식,하루식당 후기: 첫 마제소바였는데 약간 낙곱새 양념이랑 비슷한 맛인것 같아요 맛있네요!! 약간 짜긴 했지만 남은 밥이랑 같이 떠먹으니 간이 맞아서 좋았어요
MA010120220805049228,육칠이 신촌점,괜찮은 양,1.0,신촌동,한식,양도 괜찮고 맛도 좋아요
MA010120220805049228,육칠이 신촌점,국,1.0,신촌동,한식,"마제소바가 있는 집 국에 고춧가루가 1개 있었는데, 일부러 뿌려준거라고 함. 난또 먹던건줄 알고 안먹었는디"
MA010120220805049228,육칠이 신촌점,줄,1.0,신촌동,한식,"마제소바가 있는 집 국에 고춧가루가 1개 있었는데, 일부러 뿌려준거라고 함. 난또 먹던건줄 알고 안먹었는디"
MA010120220810165660,육회본가 신촌점,매운,4.0,신촌동,한식,"육회는 맛있는데, 육회비빔밥과 소고기라면이 매웠어요. 제가 맵찔이라 그런가봐요.."
MA010120220810165660,육회본가 신촌점,라면,1.0,신촌동,한식,"육회는 맛있는데, 육회비빔밥과 소고기라면이 매웠어요. 제가 맵찔이라 그런가봐요.."
MA010120220810165660,육회본가 신촌점,맛있는 육회비빔밥,1.0,신촌동,한식,"육회는 맛있는데, 육회비빔밥과 소고기라면이 매웠어요. 제가 맵찔이라 그런가봐요.."
MA010120220810165660,육회본가 신촌점,매운 소고기 라면,1.0,신촌동,한식,"육회는 맛있는데, 육회비빔밥과 소고기라면이 매웠어요. 제가 맵찔이라 그런가봐요.."
MA010120220810165660,육회본가 신촌점,맛있는 육회,1.0,신촌동,한식,육회 맛있었어요~ 알탕도 같이 시켰는데 알도 많고 양이 푸짐해서 정말 배불리 먹고 포장해왔어요 육회 먹을 때 한번쯤 가볼만한 식당입니다^^
MA010120220810165660,육회본가 신촌점,배부른,3.0,신촌동,한식,육회 맛있었어요~ 알탕도 같이 시켰는데 알도 많고 양이 푸짐해서 정말 배불리 먹고 포장해왔어요 육회 먹을 때 한번쯤 가볼만한 식당입니다^^
MA010120220810165660,육회본가 신촌점,푸짐한,1.0,신촌동,한식,육회 맛있었어요~ 알탕도 같이 시켰는데 알도 많고 양이 푸짐해서 정말 배불리 먹고 포장해왔어요 육회 먹을 때 한번쯤 가볼만한 식당입니다^^
MA010120220810165660,육회본가 신촌점,육회,3.0,신촌동,한식,신촌 원탑 육회집
MA010120220810165660,육회본가 신촌점,맛있는,6.0,신촌동,한식,맛있어요! 하지만 친절도는 잘 모르겠네요
MA010120220810165660,육회본가 신촌점,광장시장,2.0,신촌동,한식,광장시장보다 양도 많고 저렴해요~
MA010120220813227928,의원상 이대점,중국,5.0,신촌동,중식,중국 현지의 맛!!
MA010120220813227928,의원상 이대점,늦은,1.0,신촌동,중식,주변 가게들에 비해 늦게까지 열어서 야식으로 사먹기 좋습니다.
MA010120220813227928,의원상 이대점,넓은,1.0,신촌동,중식,"제법 구석진 곳에 자리한 집인데다 공간도 그리 넓지 않으나, 가까이 있다면 잠시 들러서 포장으로라도 이것저것 사들고 갈 가치가 있는 중국분식집입니다. 특히 러우지아모의 재현도가 상당합니다.  한국어가 통하기는 하나, 기본 언어는 중국어인듯 합니다."
MA010120220813227928,의원상 이대점,좁은,1.0,신촌동,중식,"제법 구석진 곳에 자리한 집인데다 공간도 그리 넓지 않으나, 가까이 있다면 잠시 들러서 포장으로라도 이것저것 사들고 갈 가치가 있는 중국분식집입니다"
MA010120220813227928,의원상 이대점,닭고기,3.0,신촌동,중식,의원상 지엔빙은 마라맛기름에 볶은 감자채+ 닭고기튀김+중국식 소세지+양상추가 들어갑니다. 닭고기는 시판되는 튀김옷 입힌 닭고기가 들어가요. 순살닭고기아니니 참고하세요.개인적으로 오리지널보다 나은듯합니다. 오리지널은 중국에서 먹는것보다 별로였거든요.   주변 가게들에 비해 늦게까지 열어서 야식으로 사먹기 좋습니다. 실제로 지엔빙은 흔히 먹는 야식 메뉴이기도 하고요. 중국의 마라향을 싫어하면 은은하게 나는 정도이긴하지만 싫어하실듯 합니다.  위생정도는 보통입니다. 늘 갈때마다 뭔가 난잡하다는 생각을 하게돼요. 그래도 오픈형 주방이니 가려진곳보다 나은것 같긴 합니다.
